IdAluno;Resultado;1>;11>;11>11>;11>14>;11>31>;11>48>;11>9>;11>9>11>;12>;14>;14>11>;14>11>48>;14>14>;14>14>14>;14>14>14>14>;14>14>31>;14>14>41>;14>2>;14>3>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>38>;14>38>14>;14>38>33>;14>39>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>7>;15>;15>31>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>31>;2>;2>14>;2>31>;2>41>;28>;28>30>;29>;3>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>48>;30>31>;30>31>14>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>31>30>31>30>31>30>;30>41>;30>48>;30>48>31>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>15>;31>16>;31>16>31>;31>30>;31>30>14>;31>30>14>31>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>14>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>31>30>31>30>31>30>;31>30>48>;31>31>;31>31>14>;31>31>30>;31>31>30>30>;31>31>31>;31>32>;31>38>;31>41>;31>41>41>;31>48>;31>48>30>;31>48>30>30>;32>;32>14>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;34>38>;36>;36>34>;36>34>37>;36>36>;36>36>34>;36>36>34>37>;36>36>36>;36>37>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>14>38>;38>31>;38>33>;38>36>;38>38>;39>;39>38>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;42>;46>;48>;48>14>;48>29>;48>30>;48>30>30>;48>31>;48>31>30>;48>48>;48>49>;49>;49>14>;49>48>;49>49>;49>49>48>;5>;6>;6>6>;6>6>6>;6>6>6>6>;7>;7>5>;8>;9>;9>11>
27769-5102;SUCESSO;0;0;0;0;0;0;0;0;0;22;0;0;2;0;0;0;0;0;0;6;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;3;3;0;1;0;0;1;0;0;0;0;0;0;0;0;0;13;1;0;0;0;3;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3;2;1;0;0;0;0;4;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;30;0;3;1;2;0;0;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27813-7111;insucesso;0;2;0;0;0;2;0;0;0;21;2;2;4;0;0;2;0;3;0;7;0;3;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;1;4;0;0;0;0;0;5;0;0;4;1;0;0;0;2;0;2;0;1;1;1;0;0;2;1;0;0;0;0;0;0;0;0;2;0;8;1;0;0;0;0;0;0;3;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;5;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27860-7111;SUCESSO;1;3;0;2;0;0;0;0;0;28;1;0;0;0;0;0;0;1;0;4;1;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;1;0;2;0;1;1;1;0;0;0;0;1;1;0;3;0;0;3;3;1;0;0;1;0;0;0;0;7;1;0;0;0;3;0;3;0;2;2;2;2;0;0;2;0;0;0;0;0;0;0;0;3;0;15;2;1;1;0;0;0;0;4;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;3;2;1;0;0;1;0;0;0;0;0;24;1;1;0;7;1;2;0;0;0;1;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27889-5102;SUCESSO;1;2;0;0;0;0;0;0;0;36;1;0;2;0;0;1;0;2;0;13;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;5;0;0;0;0;0;1;0;0;2;2;1;2;0;0;2;5;0;0;0;0;0;0;0;0;7;1;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;21;3;0;0;1;0;0;0;4;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;2;1;0;1;0;7;1;1;3;0;0;2;0;1;0;0;1;5;0;0;0;0;2;1;0;0;0;0;11;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
27959-4912;SUCESSO;2;3;0;0;0;0;0;0;0;49;1;0;1;0;0;1;0;4;0;21;1;15;1;3;0;0;3;0;0;0;0;0;0;0;2;0;0;0;8;1;0;0;0;0;3;0;0;2;2;0;7;3;0;4;10;1;0;0;1;0;0;0;0;25;6;3;1;1;4;0;1;0;0;0;0;0;0;0;4;0;2;1;0;0;0;0;1;0;0;36;4;1;1;0;0;0;0;21;5;2;4;1;0;0;0;3;0;1;0;0;0;0;0;4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;4;2;1;2;0;6;2;2;2;0;0;0;1;3;0;0;2;9;3;2;0;0;3;0;0;0;0;0;17;0;3;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;3;1;0;4;1;0;1;0
27965-4912;SUCESSO;1;6;0;0;0;0;0;0;0;81;2;0;3;0;0;1;0;5;0;29;1;17;0;3;2;1;1;0;3;3;0;0;0;0;3;0;0;0;21;4;1;0;0;0;7;0;0;2;2;1;13;6;1;6;11;0;0;0;1;0;0;0;0;61;2;0;0;1;15;0;7;0;5;1;1;0;2;0;6;0;0;0;0;0;0;0;1;0;0;66;3;1;0;2;0;0;0;35;0;0;9;4;3;0;0;4;0;0;0;0;0;0;0;9;0;8;1;1;0;2;3;0;1;0;0;0;0;0;0;4;4;1;0;1;1;4;3;1;1;0;0;0;0;3;1;0;0;12;1;0;0;1;4;2;0;0;0;0;39;1;5;0;6;1;1;0;0;0;4;9;1;0;0;0;0;0;8;0;0;0;0;0;0;3;88;47;30;15;10;3;0;1;0
28531-5102;SUCESSO;3;5;0;2;0;0;0;0;0;78;0;0;3;0;0;0;0;3;0;38;1;21;0;7;3;2;3;0;3;3;0;0;0;0;14;4;1;0;13;0;1;0;0;0;2;0;0;4;3;0;7;3;2;4;16;1;0;0;1;1;0;1;0;37;3;1;1;0;12;0;4;0;3;3;2;0;2;0;5;0;0;0;0;0;0;0;1;0;0;61;6;1;0;1;0;0;0;31;1;0;12;4;3;3;2;3;0;0;0;0;0;0;0;11;1;5;2;1;0;1;3;0;0;0;0;1;0;0;0;3;3;0;0;1;1;21;1;1;6;0;0;0;1;2;1;0;0;22;7;3;0;3;3;0;1;1;0;0;46;0;2;0;7;1;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;3;1;0;1;0
29485-5786;SUCESSO;1;4;0;1;0;0;0;0;0;86;2;0;8;0;0;0;0;1;0;34;4;13;0;6;2;1;0;0;7;5;0;0;2;0;7;0;2;0;14;2;1;0;0;2;1;0;0;5;5;1;16;10;5;6;6;4;0;0;0;0;0;5;0;46;13;5;3;1;17;6;9;0;6;5;3;2;0;0;2;0;0;0;0;0;0;0;2;1;0;60;11;3;1;1;0;0;0;26;2;0;13;6;3;3;2;1;0;0;0;0;0;0;0;9;1;5;4;1;0;0;0;0;0;0;0;2;0;2;2;5;5;2;2;1;2;8;2;1;1;0;0;0;4;5;2;0;0;14;2;1;0;0;5;2;0;4;0;0;24;0;4;2;3;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;3;0;0;0;0;0;18;9;4;4;2;0;0;1;0
29648-5786;SUCESSO;1;8;0;1;0;0;0;0;0;82;0;0;4;0;0;0;0;5;0;45;0;19;1;3;1;0;1;0;8;4;0;0;2;0;6;0;1;0;8;1;1;0;0;0;2;0;0;5;5;1;16;8;1;8;10;0;0;0;0;0;2;1;0;64;6;3;1;0;18;1;8;0;4;2;2;1;3;0;13;0;5;1;1;0;0;0;2;2;0;106;0;0;0;0;0;0;0;49;3;2;13;5;3;1;1;7;0;4;0;0;0;0;0;18;0;10;4;1;0;3;6;0;3;2;0;7;1;3;2;3;3;1;1;2;0;7;2;2;2;0;0;0;1;4;0;0;0;15;0;0;0;6;2;1;0;0;0;0;42;1;2;2;4;0;0;0;0;1;1;8;2;2;3;0;0;0;2;0;1;0;0;0;0;1;5;0;0;0;5;1;0;1;0
29683-6547;SUCESSO;1;3;0;0;0;0;0;0;0;83;0;0;8;0;0;1;0;1;0;16;3;5;1;2;1;1;1;0;1;0;0;2;6;0;1;1;0;0;16;2;3;2;1;3;1;0;0;3;3;0;10;8;1;2;12;3;0;0;1;0;1;9;0;35;2;0;0;1;7;0;4;0;2;1;0;0;2;0;4;0;1;0;0;0;0;0;0;3;0;50;6;2;0;0;0;0;0;15;1;0;4;2;2;1;0;1;0;0;0;0;0;0;0;3;0;0;0;1;0;0;1;0;8;4;0;13;2;9;1;3;3;1;0;1;1;9;0;0;1;0;0;0;1;3;2;0;0;10;3;0;0;0;3;3;0;6;0;0;32;3;3;2;8;0;4;3;0;8;1;20;4;1;7;0;0;0;4;0;4;0;0;0;0;1;0;0;0;0;5;1;0;1;0
30480-6019;SUCESSO;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;3;1;0;1;0;0;1;1;1;0;0;1;4;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30609-5102;insucesso;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30639-5102;SUCESSO;1;3;0;0;0;0;0;0;0;107;1;0;10;0;0;5;0;5;0;39;0;20;0;10;4;3;1;0;4;2;0;0;1;0;8;0;3;0;16;2;2;0;0;2;1;0;0;4;4;4;5;2;0;3;9;0;0;0;4;4;1;1;0;53;3;0;0;1;27;1;13;0;9;4;1;0;5;0;9;0;0;0;0;0;0;0;6;1;0;76;3;0;0;0;0;0;0;41;2;0;18;9;7;3;1;4;0;0;0;0;0;0;0;12;1;5;2;3;0;4;5;0;1;0;0;4;0;2;0;4;4;0;0;2;2;6;2;0;0;0;0;0;0;3;0;0;0;19;4;0;0;3;4;1;1;3;0;0;56;1;7;2;9;0;3;1;0;5;1;4;2;1;1;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;8;0;0;1;0
30698-5102;insucesso;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;2;1;1;0;5;2;1;0;0;0;0;1;3;0;1;1;8;2;0;0;0;3;0;0;0;0;0;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30698-6019;insucesso;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
30786-4912;SUCESSO;1;15;0;9;0;0;0;0;0;112;13;0;32;0;0;9;0;2;0;51;25;15;10;4;2;2;2;0;4;1;0;3;0;0;5;0;2;0;26;3;4;2;0;1;5;0;0;3;3;0;3;0;0;3;5;4;0;0;0;0;2;0;0;24;16;5;3;2;7;5;4;0;2;1;1;1;1;0;3;0;1;0;0;0;0;0;1;2;0;72;37;6;5;5;0;0;0;20;12;4;6;3;2;1;1;2;0;1;0;0;0;0;0;8;3;3;1;2;0;3;1;0;5;4;0;0;0;0;0;3;3;1;1;0;2;10;2;0;2;0;0;1;2;3;1;0;0;12;4;2;0;0;3;4;2;1;0;0;46;1;6;1;10;0;4;1;0;0;1;11;3;2;4;0;0;0;1;0;2;0;0;0;0;7;11;2;1;0;8;7;0;1;0
30812-4912;SUCESSO;0;4;0;0;0;0;0;0;0;62;1;0;3;0;0;2;0;2;0;33;0;13;0;0;0;0;0;0;5;2;0;2;0;0;4;0;0;0;3;0;0;0;0;0;7;0;0;5;5;1;24;15;3;8;10;0;0;0;9;2;0;0;0;77;4;3;0;0;13;0;6;0;2;1;0;0;2;0;10;0;5;1;1;0;0;0;3;2;0;100;4;1;0;1;0;0;0;47;0;0;7;4;0;0;0;3;0;2;0;0;0;0;0;14;1;6;2;1;0;2;3;0;6;1;0;2;1;1;0;5;5;4;2;0;0;9;1;0;1;0;0;0;3;4;1;0;0;16;1;0;0;5;4;0;0;1;0;0;37;2;1;1;7;0;1;0;0;0;4;13;1;0;1;0;0;0;4;0;0;0;0;0;0;2;42;17;8;4;13;1;0;1;0
30816-5786;SUCESSO;1;3;0;1;0;0;0;0;0;62;3;0;5;0;0;2;0;2;0;24;0;11;0;1;1;1;0;0;3;2;0;0;0;0;5;1;3;0;11;2;3;1;0;2;2;0;0;3;3;0;15;10;3;5;6;0;0;0;0;0;0;1;0;38;3;0;0;0;1;0;1;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;50;3;0;0;1;0;0;0;22;0;0;1;1;1;0;0;2;0;0;0;0;0;0;0;5;1;3;0;2;0;0;2;0;2;1;0;0;0;0;0;3;3;0;0;2;1;3;2;2;2;0;0;0;1;3;1;0;2;9;3;2;0;1;3;0;1;2;0;0;25;0;2;1;7;0;4;1;0;0;1;3;2;0;1;0;0;0;1;0;2;0;0;0;0;0;16;10;4;2;3;0;0;1;0
31142-5786;SUCESSO;0;6;0;1;0;0;0;0;0;30;2;0;1;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;7;1;2;1;0;0;3;0;0;1;0;0;7;5;1;2;0;0;0;0;0;0;0;0;0;17;1;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;18;0;0;0;0;0;0;0;11;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;1;1;1;0;2;1;1;0;0;0;0;1;2;0;0;0;3;0;0;0;1;2;0;0;0;0;0;13;0;2;1;4;1;2;1;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;14;6;3;1;5;0;0;1;0
31256-5102;insucesso;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;2;1;1;1;1;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31267-7111;SUCESSO;1;5;0;0;0;0;0;0;0;24;2;0;1;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;6;1;4;4;0;0;0;0;0;1;1;0;3;1;1;2;7;1;0;0;0;0;0;2;0;15;2;0;0;0;6;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;23;3;0;0;0;0;0;0;6;1;0;3;2;2;1;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;2;0;1;0;0;5;0;4;1;2;2;1;1;1;0;9;2;1;1;0;0;0;1;2;0;0;2;5;1;0;0;1;1;0;0;1;0;0;23;0;4;0;7;2;5;4;0;0;1;8;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
31390-5102;insucesso;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;3;1;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31451-5102;SUCESSO;1;1;0;1;0;0;0;0;0;75;0;0;3;0;0;1;0;2;0;16;0;7;4;0;0;0;1;0;3;1;0;0;0;0;4;2;1;0;18;1;6;2;0;0;0;0;0;4;3;2;5;2;0;3;5;1;0;0;2;2;0;0;0;21;10;1;0;2;4;1;3;0;3;0;0;0;0;0;3;0;2;1;0;0;0;0;4;0;0;30;3;1;0;1;0;0;0;15;8;1;4;3;3;0;0;2;0;1;0;0;0;0;0;5;1;4;2;2;0;0;2;0;0;0;0;0;0;0;0;3;3;0;0;1;1;9;2;1;4;0;0;2;1;2;0;0;1;9;3;0;0;0;3;0;0;0;0;0;45;0;2;2;12;1;4;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
31456-4912;insucesso;0;6;2;0;2;0;1;0;0;26;2;0;1;0;0;0;1;1;0;7;0;4;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;7;1;0;0;0;1;0;1;0;0;0;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;13;4;0;0;2;0;0;0;5;1;0;1;1;0;0;0;2;1;1;0;0;0;0;0;3;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;3;0;5;2;1;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
31476-5102;SUCESSO;1;13;0;0;0;0;0;0;0;111;8;0;4;0;0;0;0;6;0;48;4;35;8;12;6;4;4;0;3;1;0;0;2;0;11;3;1;0;19;3;3;1;2;3;2;0;0;3;3;2;5;3;0;2;7;1;0;0;5;5;0;1;0;95;24;14;9;6;37;12;19;0;13;9;7;3;3;0;19;0;13;2;8;0;0;0;2;1;0;86;15;7;5;2;0;0;0;63;10;6;23;12;10;6;4;14;0;11;0;0;0;0;0;6;0;2;0;0;0;2;0;0;1;1;0;9;6;3;1;6;6;2;0;2;0;12;1;1;1;0;0;0;2;5;3;0;0;26;9;3;0;0;5;3;1;2;0;0;50;0;6;4;9;0;2;0;0;0;1;7;1;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;2;0
31477-5786;SUCESSO;1;7;0;2;0;0;0;0;0;73;2;0;4;0;0;0;0;3;0;16;0;6;1;1;1;0;1;0;4;3;0;0;0;0;5;1;2;0;13;1;3;0;0;0;0;0;0;2;2;0;8;5;0;2;7;1;0;0;0;0;0;3;0;36;5;0;0;1;14;3;6;0;1;1;1;1;0;0;4;0;2;1;0;0;0;0;1;0;0;48;2;0;0;0;0;0;0;23;2;0;8;5;1;1;1;2;0;1;0;0;0;0;0;10;0;7;4;1;0;0;3;0;0;0;0;3;2;0;0;4;4;3;3;0;0;4;3;0;0;0;0;0;4;4;0;0;2;11;5;0;0;1;3;0;0;5;0;0;44;0;5;2;9;2;1;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;0;0;1;0;0;1;0
31489-6019;insucesso;0;5;0;0;2;1;0;0;0;54;1;0;1;0;0;0;0;2;0;20;0;10;0;3;1;0;0;0;2;1;0;1;0;0;4;0;2;0;1;0;0;0;0;1;0;0;0;3;3;0;11;7;0;4;11;0;1;1;1;0;0;0;0;33;1;0;0;0;9;1;4;0;3;3;2;0;2;1;5;0;2;1;0;0;0;0;3;1;1;45;3;0;0;0;0;0;0;21;0;0;6;2;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;2;2;1;0;0;0;0;4;4;2;2;1;0;10;4;1;3;1;0;0;2;3;0;0;1;9;2;0;1;0;4;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;5;0;0;2;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1
31572-4912;SUCESSO;0;3;0;0;0;0;0;0;0;34;2;0;2;0;0;1;0;0;0;9;2;2;0;0;0;0;0;0;2;0;0;1;1;0;1;0;0;0;4;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;10;1;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;3;1;0;0;0;0;0;5;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;0;0;0;0;2;1;0;2;1;0;0;3;3;1;1;2;0;5;2;2;0;0;0;0;1;4;0;0;1;11;1;0;0;2;2;1;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
31699-4912;SUCESSO;1;3;0;0;0;0;0;0;0;40;0;0;2;0;0;0;0;3;0;20;0;8;0;1;0;0;0;0;3;3;0;0;0;0;3;0;0;0;9;1;2;1;0;0;0;0;0;2;2;2;7;2;0;5;7;1;0;0;0;0;0;0;0;30;3;1;0;0;10;1;5;0;5;4;1;0;2;0;5;0;3;0;0;0;0;0;1;2;0;48;2;1;0;1;0;0;0;27;2;1;9;5;5;4;1;2;0;1;0;0;0;0;0;5;0;5;2;0;0;1;1;0;0;0;0;0;0;0;0;3;3;2;0;0;0;6;1;0;2;0;0;0;1;2;1;0;0;7;3;2;0;0;3;0;2;0;0;0;30;0;2;2;8;0;5;1;0;0;1;3;0;0;1;0;0;0;1;0;0;0;0;0;0;0;5;3;0;0;1;0;0;1;0
31727-5786;SUCESSO;1;4;0;1;0;0;0;0;0;55;2;0;4;0;0;2;0;0;0;13;2;3;0;1;0;0;1;0;0;0;0;1;2;0;3;2;0;0;15;1;2;1;0;0;0;1;1;4;3;0;13;8;1;5;5;1;0;0;1;1;0;1;0;20;3;0;0;1;4;1;0;0;0;0;0;0;0;0;4;0;2;0;1;0;0;0;0;2;0;31;6;1;1;2;1;0;0;6;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;3;1;0;0;0;0;1;0;0;1;1;0;3;0;2;1;8;7;1;1;3;2;9;5;3;2;0;0;2;3;7;1;0;1;14;5;0;0;0;6;1;0;1;0;0;28;0;1;0;5;0;2;1;0;1;1;5;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0
