IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>14>31>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>43>;14>41>43>44>;14>42>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>43>44>44>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>41>41>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>31>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>14>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>31>30>30>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>43>;41>41>43>;41>41>43>44>;41>41>43>44>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>7>;42>;43>;43>14>;43>41>;43>43>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>14>41>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;45>43>44>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;7>5>5>;8>
37121-6401;SUCESSO;3;1;2;2;91;2;0;0;10;1;4;0;0;31;3;28;13;6;3;3;0;0;0;0;0;0;0;13;1;0;7;0;0;0;0;0;3;2;0;0;0;4;0;2;0;0;0;0;0;2;2;17;4;0;5;0;0;0;3;0;0;0;39;15;7;6;1;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;39;5;0;1;33;13;6;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;29;0;2;0;0;0;12;0;0;0;4;0;1;1;1;0;1;1;1;2;1;1;0;0;0;13;0;0;0;7;0;3;3;0;0;25;2;0;0;1;0;9;1;0;4;1;0;1;1;0;1;0;2;1;0;3;1;1;2;10;2;2;2;0;0;0;0;0;0;19;13;3;3;2;0;0;0
39056-6401;insucesso;1;0;1;1;32;4;0;0;5;1;0;4;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;10;0;1;3;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;0;1;3;0;0;0;7;4;3;6;3;0;0;1;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;6;1;0;1;6;3;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;25;0;1;2;2;0;6;0;1;1;3;0;2;1;0;1;1;0;0;2;1;1;1;0;2;5;2;1;0;2;1;2;1;1;0;5;1;0;0;0;0;4;0;0;2;0;0;2;0;0;1;1;3;2;1;1;0;0;1;2;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0
39095-6400;insucesso;1;0;1;1;28;5;0;1;2;1;0;0;0;7;0;4;0;0;0;0;0;0;0;0;0;0;0;9;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;4;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;1;2;0;0;8;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;0
39383-6401;SUCESSO;1;1;0;0;25;1;0;1;3;0;0;0;0;3;0;2;0;0;2;1;0;0;0;0;0;0;0;9;1;1;2;2;0;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;1;10;0;0;0;0;1;0;0;0;0;0;31;0;0;0;0;26;0;23;18;14;9;2;4;0;2;0;0;0;0;0;0;14;1;0;0;11;0;0;0;10;8;6;3;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;28;0;1;3;2;0;7;0;0;0;3;0;0;0;0;0;0;0;0;2;1;1;0;0;0;6;0;0;0;5;0;3;2;1;1;7;2;1;1;0;0;3;1;0;2;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;7;0;3;3;0
39429-6400;insucesso;1;0;1;1;25;1;0;0;4;0;0;2;0;7;0;3;0;0;0;0;2;0;3;0;0;0;0;9;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;7;0;0;2;0;4;2;0;3;0;0;23;1;0;0;0;10;1;7;3;1;0;0;2;0;2;0;0;0;0;0;0;14;0;0;0;9;0;0;0;6;4;3;0;2;0;2;0;0;0;3;1;1;3;2;0;2;1;1;25;2;2;2;2;2;13;0;2;2;4;0;3;2;2;1;1;0;0;2;1;1;0;0;0;4;0;1;0;3;0;3;0;0;0;6;2;1;0;0;0;5;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0
39460-6401;SUCESSO;1;0;1;1;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;10;0;1;1;0;0;3;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;4;0;2;1;2;0;1;1;0;0;3;1;1;0;0;0;2;1;1;2;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39719-6401;SUCESSO;1;1;0;0;40;0;0;0;11;2;0;0;0;2;0;1;0;0;1;1;0;0;0;0;1;0;0;8;0;1;2;1;1;1;0;0;2;1;0;0;0;0;0;2;1;1;1;0;0;0;0;19;6;0;1;0;0;0;0;0;0;0;7;1;0;0;1;2;0;2;2;2;2;0;0;0;0;0;0;0;0;0;3;6;0;0;0;4;1;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;18;1;1;2;1;0;3;0;0;0;1;0;1;1;1;0;1;0;0;3;0;0;0;0;0;6;0;1;1;3;0;0;0;0;0;12;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;5;1;0;0;0;0;0;0;5;5;19;3;2;6;0;5;5;3
39722-6401;insucesso;0;0;0;0;18;0;0;0;3;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;8;0;0;6;4;4;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;2;0;1;0;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;1;1;3;1;0;12;1;3;1;8;0;8;5;2;2;2;2;0;6;5;5;5;1;0;11;2;0;0;8;0;8;6;6;3;11;4;2;1;1;0;11;4;2;8;4;0;7;4;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
39869-6400;insucesso;1;0;1;0;35;1;0;0;0;0;0;2;0;11;0;8;0;0;3;1;1;0;1;0;0;0;0;15;0;0;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;3;0;0;2;0;1;1;0;2;1;0;19;1;1;0;0;6;0;2;0;0;0;0;1;0;0;0;0;0;0;2;0;20;2;0;1;13;1;0;0;5;2;0;0;1;0;0;0;0;0;3;1;0;0;0;3;0;0;0;38;0;1;3;1;1;14;0;2;0;3;0;0;0;0;0;0;0;0;2;2;2;1;0;1;5;0;0;0;5;0;3;2;2;1;14;1;1;0;0;0;5;1;1;3;1;0;2;1;0;1;0;0;0;0;1;0;0;0;10;2;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0
39905-6400;insucesso;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;5;0;0;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;3;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;4;0;0;0;2;0;1;1;1;1;2;2;0;3;3;3;3;0;0;4;0;1;0;4;0;3;3;2;1;4;1;1;1;0;0;3;1;1;3;0;0;2;0;0;1;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;1;0
39946-6401;SUCESSO;2;1;1;1;390;47;8;7;14;7;0;0;0;85;18;59;21;6;0;0;23;17;3;0;1;0;0;42;0;1;17;6;2;1;0;0;6;5;5;3;2;6;19;4;1;0;8;8;7;9;9;18;10;0;0;0;0;0;5;4;0;0;92;34;6;4;1;0;0;0;0;0;0;0;41;12;32;20;20;15;0;0;5;120;38;8;3;82;27;6;4;0;0;0;0;39;12;30;20;20;14;4;3;0;1;1;2;6;4;2;75;11;1;4;2;0;29;0;3;0;14;2;7;1;1;1;4;4;3;5;4;3;0;0;10;16;0;1;1;14;2;13;10;9;3;22;10;6;1;0;0;18;8;4;10;4;3;9;4;3;3;0;3;3;0;2;1;1;1;20;8;5;0;0;20;4;10;3;3;18;3;0;7;1;3;3;9
39948-6400;insucesso;0;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39955-6401;SUCESSO;2;0;2;2;75;3;0;0;5;0;0;0;0;36;1;19;0;0;5;3;1;1;2;1;5;0;0;6;0;2;4;2;1;0;0;0;5;5;2;2;2;0;0;3;3;3;0;7;7;5;5;14;1;0;0;0;0;0;3;0;0;0;55;3;3;3;0;23;3;13;7;4;2;5;9;0;7;0;0;0;0;2;11;66;2;1;0;40;0;0;0;15;8;3;2;1;0;1;0;0;0;8;5;0;2;0;6;1;1;1;28;1;2;6;5;0;13;0;1;0;5;0;3;2;0;1;2;1;1;2;1;1;0;0;0;13;0;0;0;12;0;8;5;4;1;27;3;2;2;1;0;12;3;2;6;3;2;5;2;1;2;0;1;1;0;2;0;0;2;18;0;3;7;0;0;0;0;5;3;0;0;0;5;0;4;3;0
39977-6401;insucesso;1;0;0;0;46;0;0;0;5;1;0;1;0;7;0;4;0;0;2;1;0;0;1;0;0;0;0;15;0;2;8;3;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;14;2;2;0;0;1;0;0;2;0;0;30;7;1;0;1;15;1;7;4;3;0;0;0;0;0;0;0;0;0;0;1;23;4;0;3;15;1;0;0;9;3;2;0;0;0;0;0;0;0;3;2;0;5;2;1;0;0;0;41;0;2;8;5;3;16;2;3;3;7;0;4;4;2;0;0;0;0;2;2;1;1;0;1;6;0;1;0;5;0;4;3;2;1;5;2;1;0;0;0;4;2;1;3;2;0;2;1;0;1;1;1;1;1;1;1;0;0;4;0;0;1;1;4;2;3;1;1;0;0;0;2;0;1;1;0
39980-6400;SUCESSO;1;0;1;1;28;0;0;0;1;0;0;0;0;3;1;2;0;0;1;0;1;1;0;0;0;0;0;9;1;0;3;1;1;0;0;0;4;2;0;0;0;0;0;1;1;1;0;1;1;0;0;3;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;4;2;2;0;2;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;19;0;1;0;0;0;6;0;0;0;1;0;1;0;0;1;1;0;0;2;0;0;0;0;0;11;0;0;1;7;1;2;0;0;0;28;2;0;0;0;0;4;0;0;1;0;0;1;0;0;1;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;2;2;1
40010-6400;SUCESSO;2;0;2;2;125;6;2;0;11;2;3;0;0;38;0;26;3;2;6;3;1;0;1;3;0;0;0;24;0;2;11;6;3;3;2;0;5;4;4;2;2;0;3;4;1;0;0;5;5;16;16;12;4;0;3;0;2;0;0;0;0;0;61;11;4;2;2;17;2;9;4;3;0;1;2;0;0;0;0;0;0;0;7;55;1;0;1;35;5;2;1;10;5;2;1;1;0;0;0;0;0;1;1;0;5;0;2;0;0;0;46;2;0;6;3;0;17;0;2;0;10;1;5;4;3;0;3;3;2;6;5;2;0;0;1;15;0;0;2;12;0;8;5;4;1;29;5;3;1;1;0;11;4;2;5;4;2;4;4;2;1;0;1;1;0;2;0;0;2;19;9;0;3;0;3;3;3;2;1;30;15;6;6;0;2;1;0
40061-6400;insucesso;1;0;0;0;42;2;0;1;1;0;0;0;0;4;0;3;0;0;1;0;0;0;0;0;0;0;0;13;0;1;2;0;0;1;0;0;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;18;1;0;0;1;8;0;4;1;0;0;0;2;0;1;0;0;0;0;1;0;14;0;0;0;10;0;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;33;2;1;2;2;0;8;0;1;1;2;0;0;0;0;0;0;0;0;4;2;1;1;0;0;11;2;1;0;6;0;3;3;2;1;11;2;0;0;2;1;5;2;0;4;2;0;2;1;0;1;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0
40066-6401;insucesso;0;0;0;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;14;0;1;1;1;0;7;1;0;0;1;0;1;0;0;1;3;0;0;4;0;0;0;1;0;6;0;1;0;2;0;2;1;1;0;4;0;0;0;0;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;1;3;0;0;2;0;2;1;0
40067-6400;insucesso;0;0;0;0;15;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;3;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;15;0;1;2;1;0;4;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;2;0;0;0;12;0;0;0;0;0;9;0;0;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
40086-6401;insucesso;1;0;1;1;33;2;0;1;2;0;0;1;1;7;0;4;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;1;1;0;2;0;2;24;1;1;0;0;12;1;8;3;2;0;2;2;0;1;0;0;0;0;1;0;19;0;0;0;11;0;0;0;5;3;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;24;0;0;2;1;1;6;0;1;0;2;0;0;0;0;0;0;0;0;2;0;0;0;1;0;5;0;0;0;3;0;0;0;0;0;7;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;4;4;0;0;0;3;0;3;3;0
40101-6401;insucesso;1;0;1;1;33;2;0;0;3;0;0;2;1;10;0;6;0;0;3;0;0;0;1;0;0;0;0;7;0;0;3;1;1;0;0;1;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;2;0;1;20;4;1;0;1;12;3;2;2;0;0;0;0;0;0;0;0;0;0;2;0;18;0;0;0;13;1;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;26;0;0;4;3;2;10;0;1;0;2;0;1;0;0;1;2;2;0;3;3;1;1;1;2;7;0;1;0;6;1;3;2;1;0;14;3;0;0;2;2;7;3;0;3;2;0;2;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;1;2;1;2;1;1;6;0;0;2;0;0;0;0
40162-6401;SUCESSO;1;1;0;0;101;4;2;2;12;1;1;0;0;40;2;27;5;2;13;4;1;0;1;3;0;0;0;26;1;0;7;4;2;1;1;0;1;0;0;0;0;0;3;4;1;1;0;4;4;6;5;16;1;0;1;0;1;0;1;0;0;0;54;13;6;4;2;15;2;5;3;2;2;1;5;0;3;2;2;1;0;1;0;65;5;2;2;44;9;4;2;14;4;2;1;3;0;2;1;1;1;1;1;0;3;1;1;3;2;1;65;1;1;2;0;0;16;0;1;0;8;0;4;1;1;0;1;1;0;3;3;2;0;0;2;7;0;1;0;6;1;2;1;1;1;13;4;0;0;0;0;4;3;0;2;1;0;2;1;0;2;0;1;1;0;2;1;1;0;4;0;1;1;0;9;2;5;1;1;26;9;4;5;1;1;1;0
40168-6402;insucesso;3;0;2;2;31;1;0;0;1;0;0;0;0;4;0;2;0;0;1;0;0;0;1;0;0;0;0;9;0;0;3;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;2;0;0;0;8;2;1;1;0;1;1;0;0;0;0;6;1;0;0;0;4;1;2;2;1;0;0;0;0;0;0;0;0;0;2;0;11;1;0;0;5;0;0;0;3;2;2;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;43;1;1;4;1;0;15;0;2;1;3;0;3;1;0;0;0;0;0;1;1;1;1;0;2;6;0;0;0;4;1;4;2;2;0;4;3;1;1;1;1;4;2;1;2;1;0;2;1;0;0;0;1;1;0;3;1;0;2;1;0;0;1;0;0;0;0;1;1;0;0;0;2;0;1;1;2
40169-6400;SUCESSO;1;1;0;0;43;3;0;1;1;0;1;0;0;6;0;1;0;0;1;1;0;0;3;1;0;0;0;13;0;0;4;4;1;0;0;0;3;2;1;0;0;0;0;3;3;3;0;1;1;0;0;1;1;0;1;0;0;0;4;1;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;10;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;5;0;0;2;0;3;0;0;0;34;2;0;0;0;0;7;0;0;0;6;0;2;2;2;1;2;2;1;2;2;1;0;0;0;8;0;4;0;6;1;3;1;1;1;10;2;0;0;2;0;3;1;0;1;1;0;1;1;0;1;0;0;0;0;1;1;1;0;5;1;4;0;0;0;0;0;5;4;0;0;0;6;3;3;3;0
40188-6400;insucesso;0;0;0;0;15;1;0;1;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;6;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;1;0;1;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;1;0;3;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40270-6401;SUCESSO;2;2;0;0;49;5;0;2;11;2;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;0;0;15;1;0;6;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;18;2;0;0;0;1;0;0;1;0;0;7;1;0;0;0;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;28;0;1;2;2;0;7;0;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;0;0;4;0;0;1;4;0;2;1;1;1;10;3;1;1;0;0;3;2;1;1;1;0;1;1;0;1;0;1;1;0;2;2;2;0;2;0;0;0;0;1;0;0;1;1;8;2;0;2;0;1;1;0
