IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>14>31>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>41>43>;14>41>43>44>;14>42>;14>43>;14>43>44>;14>43>44>44>;14>43>44>44>44>;14>43>44>44>44>44>;14>48>;14>49>;14>7>;14>7>5>;14>7>5>5>;14>8>;16>;16>31>;17>;17>30>;2>;2>14>;2>14>41>;2>2>;2>3>;2>41>;2>41>41>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>31>;30>31>;30>31>14>;30>31>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>32>;30>41>;30>48>;31>;31>14>;31>14>31>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>14>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>31>;31>31>30>;31>32>;31>41>;31>41>41>;31>48>;32>;32>31>;32>31>30>;41>;41>14>;41>2>;41>31>;41>31>30>;41>31>30>30>;41>41>;41>41>2>;41>41>31>;41>41>31>30>;41>41>41>;41>41>41>31>;41>41>41>41>;41>41>41>41>41>;41>41>41>41>41>41>;41>41>41>43>;41>41>43>;41>41>43>44>;41>41>43>44>44>;41>43>;41>43>44>;41>43>44>44>;41>43>44>44>44>;41>7>;42>;43>;43>14>;43>41>;43>43>;43>44>;43>44>14>;43>44>44>;43>44>44>44>;43>44>44>44>44>;43>44>44>44>44>44>;44>;44>14>;44>14>41>;44>14>41>41>;44>14>43>;44>14>43>44>;44>44>;44>44>14>;44>44>14>41>;44>44>44>;44>44>44>14>;44>44>44>14>41>;44>44>44>44>;44>44>44>44>14>;44>44>44>44>14>41>;44>44>44>44>44>;44>44>44>44>44>44>;45>;45>43>;45>43>44>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>5>;7>5>5>;8>
41365-6401;insucesso;0;0;0;0;24;4;0;2;3;0;0;1;0;5;0;3;0;0;2;2;0;0;0;0;0;0;0;9;0;0;5;3;2;1;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;0;0;0;0;0;2;1;0;6;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;8;1;0;0;5;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;20;2;1;1;0;0;10;0;1;0;5;0;2;1;0;0;0;0;0;3;3;0;0;1;1;7;1;1;0;7;2;3;3;3;2;17;4;2;1;2;2;5;4;2;4;3;0;4;2;0;2;2;4;3;2;0;0;0;0;2;0;0;1;0;0;0;0;1;1;0;0;0;3;0;1;1;0
41425-6402;insucesso;2;0;1;1;29;0;0;0;2;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;1;1;13;0;0;3;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;6;0;0;0;0;0;0;0;1;1;0;8;3;0;0;2;2;0;0;0;0;0;1;4;0;3;0;0;0;0;0;0;11;0;0;0;8;3;0;0;1;0;0;0;3;0;2;0;0;0;0;0;0;1;0;2;1;1;1;39;0;0;0;0;0;14;0;0;0;3;0;2;2;1;0;2;2;0;5;5;2;2;0;0;10;0;1;0;9;2;4;3;0;0;21;5;2;1;1;1;8;2;0;5;1;0;1;0;0;0;0;3;3;1;2;1;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
41520-6401;insucesso;1;0;1;1;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0;0;10;1;0;0;6;0;4;0;0;0;1;1;0;3;3;1;1;0;0;6;0;1;0;6;1;5;3;1;0;13;2;2;1;0;0;7;0;0;3;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
41556-6400;SUCESSO;3;1;2;2;25;1;0;0;3;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;7;2;0;1;1;1;0;0;0;2;2;2;2;1;0;0;1;1;1;0;0;0;0;0;12;4;0;3;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;22;0;3;1;0;0;4;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;1;6;0;0;0;5;1;4;4;3;1;5;2;0;0;1;0;4;2;0;4;2;0;3;2;0;1;0;4;4;0;3;1;1;2;2;2;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0
41593-6400;insucesso;0;0;0;0;12;1;0;0;1;0;0;1;1;3;0;2;0;0;1;1;0;0;1;0;0;0;0;4;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;1;0;1;4;1;0;0;0;2;1;2;2;0;0;0;0;0;0;0;0;0;2;0;0;5;2;0;1;4;0;0;0;2;2;2;0;0;0;0;0;0;0;1;0;0;2;1;0;2;1;0;17;0;0;1;1;0;6;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;1;3;2;1;1;3;3;1;1;0;0;3;3;1;2;2;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0
42004-6402;SUCESSO;0;0;0;0;29;1;0;0;2;0;0;0;0;6;1;3;0;0;0;0;1;1;0;0;0;0;0;8;1;0;2;1;1;0;0;0;0;0;0;0;0;3;0;1;0;0;0;3;3;0;0;3;2;0;0;0;0;0;0;1;0;0;5;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;19;5;2;0;5;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;3;2;1;0;0;0;42;1;2;4;0;0;12;0;3;0;6;2;3;2;2;0;0;0;0;1;1;0;0;0;0;2;0;0;0;2;1;1;0;0;0;2;2;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5;3;0;0;0;0;0;0;2;1;1;0;0;2;0;1;1;0
42237-6402;SUCESSO;1;1;0;0;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;1;1;1;1;0;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;1;1;0;5;0;1;0;2;0;2;0;0;0;0;0;0;1;1;1;0;0;0;4;0;0;0;4;0;2;2;2;0;10;2;0;0;2;0;5;1;0;3;0;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42250-6402;SUCESSO;1;0;1;1;24;1;1;0;2;0;1;0;0;2;0;2;1;0;1;1;0;0;0;0;0;0;0;13;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;6;2;0;1;0;1;0;0;0;0;0;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;2;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;24;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
42261-6402;insucesso;0;0;0;0;47;0;0;0;0;0;0;0;0;15;0;9;0;0;5;2;0;0;2;0;0;0;0;9;0;0;3;1;1;0;0;0;1;1;1;0;0;0;0;2;0;0;0;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;16;4;2;0;3;8;2;4;1;1;0;2;2;0;1;0;0;0;0;0;0;26;2;0;0;15;2;0;0;8;4;1;0;0;0;0;0;0;0;3;2;0;2;0;1;0;0;0;33;1;0;3;0;0;9;0;1;0;3;0;1;1;0;0;1;1;0;2;1;0;0;1;0;7;1;2;0;4;1;2;1;1;1;9;2;0;0;1;1;3;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;2;3;3;21;10;5;6;0;3;3;0
42304-6402;insucesso;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43058-6400;SUCESSO;1;1;0;0;128;3;1;2;3;0;0;0;0;46;3;30;5;5;12;7;1;1;4;3;1;0;0;30;3;2;7;2;0;2;2;0;3;2;2;2;2;0;0;3;0;0;3;4;4;12;12;6;1;0;0;0;2;0;0;0;0;0;68;16;12;6;1;20;3;12;6;4;0;1;2;0;2;0;0;0;0;0;2;75;8;4;1;47;9;8;4;16;10;6;4;1;0;1;0;0;0;8;3;0;8;1;2;1;0;0;95;2;3;9;4;0;34;0;4;0;11;2;5;4;1;1;4;3;3;7;6;5;0;0;1;17;0;0;2;15;4;9;2;2;0;20;7;3;2;2;0;9;3;2;2;0;0;2;0;0;0;0;3;3;0;1;1;1;0;7;2;0;0;0;1;1;1;2;2;18;3;0;12;4;2;2;4
43464-6400;SUCESSO;1;0;1;1;92;6;1;2;1;0;0;0;0;11;0;4;1;1;0;0;0;0;0;5;0;0;0;14;0;1;8;3;2;0;0;0;0;0;0;0;0;1;2;4;3;3;2;0;0;0;0;8;1;0;1;0;3;0;1;2;0;0;19;3;1;1;1;4;1;3;3;2;1;0;0;0;0;0;0;0;0;2;1;21;0;0;0;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;1;0;0;57;1;1;5;3;0;20;0;2;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;4;1;2;1;1;1;9;3;2;1;0;0;2;1;1;1;1;1;1;1;1;1;0;2;2;0;1;0;0;1;5;1;1;1;0;2;1;0;5;5;0;0;0;8;1;5;5;2
43978-6401;insucesso;0;0;0;0;11;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;7;1;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;11;0;0;4;2;1;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0
43981-6401;SUCESSO;1;0;1;1;35;0;0;0;4;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;4;0;0;13;1;1;5;2;0;0;0;0;4;3;2;1;1;0;1;0;0;0;0;0;0;0;0;9;1;0;1;0;0;0;9;0;0;0;3;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;13;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;8;0;0;0;35;1;3;2;0;0;11;0;1;0;5;0;0;0;0;1;2;2;1;2;2;1;0;0;0;13;0;1;1;12;3;7;4;4;3;29;9;6;4;3;0;10;5;3;6;3;2;5;3;2;4;0;0;0;0;1;0;0;1;10;0;9;0;0;1;1;0;0;0;0;0;0;5;1;0;0;0
44027-6402;insucesso;1;0;0;0;20;0;0;0;1;0;0;0;0;4;0;3;0;0;3;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;12;1;1;0;0;9;0;5;4;3;0;0;2;0;1;0;0;0;1;4;3;13;1;0;0;9;0;0;0;7;4;3;0;2;0;1;0;0;0;0;0;0;1;0;0;1;0;0;36;0;0;2;2;1;8;0;1;1;1;0;0;0;0;1;1;1;0;3;3;0;0;0;0;11;0;2;0;9;1;3;0;0;0;29;3;0;0;2;1;7;2;0;2;2;0;2;2;0;1;0;1;0;0;1;1;0;0;3;0;0;1;0;0;0;0;0;0;4;0;0;5;0;0;0;0
44033-6402;insucesso;2;0;2;1;29;2;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;11;0;2;5;2;1;0;0;1;0;0;0;0;0;0;0;6;0;0;0;1;1;0;0;5;0;0;0;0;0;0;4;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;29;1;0;2;1;0;10;0;0;0;3;0;1;1;0;1;1;0;0;1;0;0;0;0;1;3;1;0;0;1;0;1;1;0;0;2;2;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;1;5;1;4;0;0;1;1;0;1;1;30;3;0;6;0;1;1;2
44060-6402;insucesso;1;0;0;0;30;0;0;0;2;0;0;1;1;6;0;0;0;0;0;0;0;0;4;0;0;0;0;8;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;6;1;1;2;0;1;1;11;1;0;1;13;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;19;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;2;1;10;1;0;0;55;0;0;4;2;0;25;0;2;1;8;0;3;1;1;0;1;0;0;2;0;0;0;1;3;5;0;1;0;2;0;2;2;2;2;2;1;1;1;0;0;2;1;1;2;1;0;2;1;0;2;2;2;0;0;1;1;0;0;12;0;11;0;3;2;1;1;0;0;8;1;0;7;0;0;0;2
44065-6402;SUCESSO;2;1;1;1;60;1;1;0;2;0;0;0;0;20;1;12;3;2;3;1;2;2;0;1;0;0;0;24;1;5;7;6;2;3;3;0;2;2;1;1;1;0;0;2;2;2;1;2;2;2;2;5;2;0;0;0;1;0;1;0;0;0;35;17;4;2;7;7;6;3;1;1;0;0;3;0;3;0;0;0;0;0;2;42;3;0;1;29;9;2;1;6;3;1;1;3;0;3;0;0;0;3;2;0;3;0;3;7;5;4;52;0;2;7;5;0;13;0;3;0;8;3;2;0;0;0;0;0;0;3;3;0;0;0;0;7;0;0;0;7;4;2;2;2;1;7;5;4;1;1;0;2;1;1;2;1;1;2;1;1;1;0;1;1;0;2;1;1;1;6;0;1;3;0;0;0;0;6;6;0;0;0;6;0;6;6;2
44090-6402;insucesso;1;0;0;0;66;6;0;3;2;0;0;0;0;27;0;19;0;0;5;1;1;0;0;0;0;2;2;19;0;0;10;5;3;0;0;2;1;0;0;0;0;0;0;4;0;0;0;2;2;3;3;4;3;1;0;1;0;0;0;1;0;1;27;5;1;0;1;11;2;2;2;0;0;1;3;0;2;0;0;0;6;1;0;41;7;0;2;24;2;0;0;8;2;2;0;2;0;2;0;0;0;2;0;1;0;0;1;9;8;4;40;1;0;1;0;0;23;0;0;0;12;0;6;1;1;1;4;4;0;4;4;4;0;0;3;9;1;1;0;7;0;7;1;1;0;8;3;2;0;0;0;8;3;2;1;1;0;1;1;0;0;0;2;2;1;1;1;0;0;2;0;0;1;0;0;0;0;1;1;30;16;8;5;0;1;1;1
44109-6402;insucesso;0;0;0;0;18;1;0;1;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;8;4;0;2;3;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;18;0;0;3;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;0;0;0;2;2;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;0;0;0;4
44113-6402;insucesso;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0
44118-6402;insucesso;1;0;1;0;7;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6;0;4;0;0;0;3;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44127-6402;insucesso;0;0;0;0;18;2;0;1;0;0;0;2;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;7;0;0;3;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;6;3;1;0;2;3;3;2;0;0;0;0;0;0;0;0;0;0;0;2;1;7;2;0;1;5;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;25;0;0;1;0;0;11;0;0;0;3;0;1;0;0;0;1;1;0;2;2;2;1;1;0;8;2;1;0;5;1;3;1;1;1;24;5;2;1;0;0;9;3;2;5;2;0;5;2;0;4;2;0;0;0;0;0;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0
44195-6402;SUCESSO;1;0;1;1;13;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;2;0;2;1;1;0;0;1;0;0;0;0;0;0;0;1;3;0;0;0;3;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;1;3;0;0;0;2;0;2;0;0;0;3;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;2;1;0;1;0;0;1;5;0;0;0;0;1;1;0;2;1;0;0;0;3;0;1;1;0
44196-6400;insucesso;2;0;1;1;19;2;0;2;4;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;1;1;8;0;1;2;0;0;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;7;1;0;0;4;0;0;1;5;5;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;4;1;0;18;0;2;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;3;2;0;0;1;1;3;1;0;1;1;0;0;0;0;0;0;0;0;0;2;1;0;1;2;0;1;0;0;2;0;0;0;0;4;0;0;3;0;0;0;0
44332-6401;insucesso;1;0;0;0;58;5;0;0;12;2;0;1;0;5;0;3;0;0;0;0;3;0;0;0;0;1;1;13;0;1;3;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;20;3;1;0;2;1;1;2;7;5;1;13;2;0;0;0;0;0;0;0;0;0;0;9;0;4;0;0;0;0;0;0;16;1;0;0;11;2;0;0;0;0;0;0;8;0;3;0;0;0;0;0;9;0;0;2;10;7;4;25;2;2;3;3;0;7;0;1;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;7;0;0;0;6;2;2;0;0;0;8;2;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;3;2;1;1;0;0;6;2;2;0;0;5;2;0;0;0;0;0;0;5;0;0;0;0
44389-6402;insucesso;0;0;0;0;32;4;0;1;1;0;0;5;5;5;0;3;0;0;0;0;1;0;1;0;0;8;5;7;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;2;1;1;1;8;0;0;0;1;3;2;0;5;1;5;13;2;0;0;0;4;1;2;1;0;0;1;4;0;3;0;0;0;1;1;1;19;3;0;0;10;1;0;0;2;0;0;0;2;0;2;0;0;0;4;2;0;0;0;0;11;9;2;21;0;0;0;0;0;8;0;0;0;5;0;3;1;0;0;0;0;0;0;0;0;0;0;2;3;1;0;0;2;0;1;1;0;0;2;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
44530-6402;insucesso;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
